0,-1.0
1,0.0
2,0.0
3,0.0
4,0.0
5,2.0
6,-2.0
7,0.0
8,4.0
9,1.0
10,-3.0
11,3.0
12,-1.0
13,3.0
14,3.0
15,0.0
16,-7.0
17,6.0
18,0.0
19,10.0
20,-3.0
21,2.0
22,3.0
23,-5.0
24,5.0
25,-18.0
26,5.0
27,6.0
28,13.0
29,-6.0
30,11.0
31,-15.0
32,-1.0
33,15.0
34,-2.0
35,16.0
36,6.0
37,-26.0
38,22.0
39,-11.0
40,29.0
41,37.0
42,-47.0
43,13.0
44,20.0
45,-46.0
